Date,SST_Celsius
2025-04-04,29.142456044591984
2025-04-05,29.501705952555376
2025-04-06,29.572648200601886
2025-04-07,29.532943888305965
2025-04-08,29.859102647948294
2025-04-09,29.68778000944683
2025-04-10,29.523970121571477
2025-04-11,29.751763312549024
2025-04-12,29.71774348512831
2025-04-13,30.007250856700104
2025-04-14,29.95674511978897
2025-04-15,30.03426955586749
2025-04-16,30.25341105460288
2025-04-17,30.062378336961114
2025-04-18,30.210798730012574
2025-04-19,30.153827543774067
2025-04-20,30.15529153317146
2025-04-21,30.236605104471163
2025-04-22,30.32412240621544
2025-04-23,30.211610707395092
2025-04-24,30.482501006625235
2025-04-25,30.463123668723988
2025-04-26,30.382362333299934
2025-04-27,30.471135485892976
2025-04-28,30.36449546693082
2025-04-29,30.53567552292548
2025-04-30,30.568980119314226
2025-05-01,30.621373425402954
2025-05-02,30.595232407691107
2025-05-03,30.62466638302901
2025-05-04,30.58251307241132
2025-05-05,30.275481221192024
2025-05-06,30.708548397855793
2025-05-07,30.6432088519976
2025-05-08,30.655980698488435
2025-05-09,30.7372063037901
2025-05-10,30.69048320032011
2025-05-11,30.705561850505187
2025-05-12,30.743500648340348
2025-05-13,30.68954632510431
2025-05-14,30.445790354262456
2025-05-15,30.628621349346272
2025-05-16,30.460346918896775
2025-05-17,30.69662368559728
2025-05-18,30.419044018455253
2025-05-19,30.584150387977456
2025-05-20,30.535275216952797
2025-05-21,30.620532216013952
2025-05-22,30.78631897688412
2025-05-23,30.537036960156836
2025-05-24,30.680359527120164
2025-05-25,30.522404879766626
2025-05-26,30.672850966731897
2025-05-27,30.439192452492247
2025-05-28,30.63438953100028
2025-05-29,30.56010300257123
2025-05-30,30.56535818087824
2025-05-31,30.314021578852085
2025-06-01,30.43901811430349
2025-06-02,30.36715676969083
2025-06-03,30.417274254866662
2025-06-04,30.507938981906914
2025-06-05,30.44802735777333
2025-06-06,30.173734553571407
2025-06-07,30.478559546312272
2025-06-08,30.483596545580387
2025-06-09,30.39390675783
2025-06-10,30.53264080487425
2025-06-11,30.500701105653565
2025-06-12,30.548067863913477
2025-06-13,30.250991846059513
2025-06-14,30.654091444123136
2025-06-15,30.38059160350144
2025-06-16,30.513151580575627
2025-06-17,30.457870917012368
2025-06-18,30.44657372935249
2025-06-19,30.66845601263603
2025-06-20,30.436164631121525
2025-06-21,30.1922294155974
2025-06-22,30.40462092384695
2025-06-23,30.44649411158149
2025-06-24,30.41625002122209
2025-06-25,30.319718783113736
2025-06-26,30.317066844482095
2025-06-27,30.57981454466542
2025-06-28,30.548762290697326
2025-06-29,30.450462808947456
2025-06-30,30.45071112946898
2025-07-01,30.79442716390963
2025-07-02,30.428676836792217
2025-07-03,30.42022695005137
2025-07-04,30.46324489524701
2025-07-05,30.60346129561198
2025-07-06,30.47669668053115
2025-07-07,30.41943894863921
2025-07-08,30.53004576130397
2025-07-09,30.58368642876405
2025-07-10,30.595304923643482
2025-07-11,30.503368794999368
2025-07-12,30.48042326814093
2025-07-13,30.50480663492168
2025-07-14,30.579251452038754
2025-07-15,30.497256867467513
2025-07-16,30.485635995201324
2025-07-17,30.579884883098895
2025-07-18,30.602189673555642
2025-07-19,30.479724826427564
2025-07-20,30.541215630805407
2025-07-21,30.53680000300338
2025-07-22,30.507596394137877
2025-07-23,30.55872735224127
2025-07-24,30.595688040680415
2025-07-25,30.585743680911957
2025-07-26,30.554332291449562
2025-07-27,30.33067155010672
2025-07-28,30.33051180364705
2025-07-29,30.48115457677726
2025-07-30,30.451768316364955
2025-07-31,30.520253655816756
2025-08-01,30.525506648597002
2025-08-02,30.323556893969233
2025-08-03,30.548209961815015
2025-08-04,30.356490777132652
2025-08-05,30.55938612734241
2025-08-06,30.250975498797832
2025-08-07,30.350821841904345
2025-08-08,30.226300079104508
2025-08-09,30.306110445483267
2025-08-10,30.29877271192055
2025-08-11,30.40441248289248
2025-08-12,30.33949200235225
2025-08-13,30.30714971340643
2025-08-14,30.1613326337381
2025-08-15,30.044884796626015
2025-08-16,30.298572025041697
2025-08-17,30.331395098943016
2025-08-18,30.21763325926509
2025-08-19,29.829192222683645
2025-08-20,30.0610972355394
2025-08-21,30.22147847708193
2025-08-22,30.272542806226852
2025-08-23,30.110018613050034
2025-08-24,29.98835451923287
2025-08-25,30.14045899160569
2025-08-26,30.033544541407036
2025-08-27,30.09963307767526
2025-08-28,30.118557392411056
2025-08-29,29.81637488039819
2025-08-30,30.0066487325948
2025-08-31,29.877017492569998
2025-09-01,30.005325006534214
2025-09-02,29.72682208548803
2025-09-03,29.90934280069327
2025-09-04,29.90184879990663
2025-09-05,29.91576580316363
2025-09-06,29.990563702888743
2025-09-07,29.718040490106322
2025-09-08,29.746937819141525
2025-09-09,29.658833476088876
2025-09-10,29.742437034663695
2025-09-11,29.683881001586098
2025-09-12,29.65747473553521
2025-09-13,29.72677987081141
2025-09-14,29.6861570664042
2025-09-15,29.483227056650392
2025-09-16,29.667232681626
2025-09-17,29.570285424775072
2025-09-18,29.58201099398275
2025-09-19,29.680603600912175
2025-09-20,29.656423120141493
2025-09-21,29.51973898213742
2025-09-22,29.56383767791715
2025-09-23,29.38094845090283
2025-09-24,29.455215858752645
2025-09-25,29.55539065653567
2025-09-26,29.29566156180974
2025-09-27,29.218415133562804
2025-09-28,29.25631827342305
2025-09-29,29.340755526308914
2025-09-30,29.36243815805504
2025-10-01,29.320375955926785
2025-10-02,29.191192166361503
2025-10-03,29.15498390292583
2025-10-04,29.162859166381356
2025-10-05,28.97142542260663
2025-10-06,29.159697580316923
2025-10-07,28.988569681551
2025-10-08,28.955130366008873
2025-10-09,29.122910305057395
2025-10-10,28.9367996142567
2025-10-11,28.91527924800511
2025-10-12,28.96886850341029
2025-10-13,28.99213779978291
2025-10-14,28.925398255106742
2025-10-15,28.936404613593066
2025-10-16,28.691521065923325
2025-10-17,28.882038207416485
2025-10-18,28.853345485223297
2025-10-19,28.84167564418803
2025-10-20,28.836489586856576
2025-10-21,28.783180561283203
2025-10-22,28.72131765623752
2025-10-23,28.83043091749867
2025-10-24,28.663672421498635
2025-10-25,28.427815661772325
2025-10-26,28.599987045489556
2025-10-27,28.494217321403
2025-10-28,28.555627594363145
2025-10-29,28.46718838907666
2025-10-30,28.515966265947
2025-10-31,28.553845364519894
2025-11-01,28.657037562396923
2025-11-02,28.534588532179708
2025-11-03,28.398660250064307
2025-11-04,28.388819300337634
2025-11-05,28.45970085136612
2025-11-06,28.58924148428643
2025-11-07,28.370403200935264
2025-11-08,28.248405403821696
2025-11-09,28.125801306594045
2025-11-10,28.16952214333752
2025-11-11,28.280921695487294
2025-11-12,28.164291786094434
2025-11-13,28.139924649089426
2025-11-14,28.282736818722622
2025-11-15,28.11674344586914
2025-11-16,27.970005508005716
2025-11-17,28.07311881734119
2025-11-18,28.025470283257825
2025-11-19,27.967272490308883
2025-11-20,28.05518747641201
2025-11-21,28.013484993499535
2025-11-22,27.887035263930606
2025-11-23,27.844739438242264
2025-11-24,27.97435971727228
2025-11-25,28.148800640939577
2025-11-26,27.754866926107958
2025-11-27,27.995256547903782
2025-11-28,27.818977775476412
2025-11-29,27.849440546748593
2025-11-30,27.99571905239524
2025-12-01,27.824428002920406
2025-12-02,27.75908794108498
2025-12-03,27.71951925116614
2025-12-04,27.76687362011122
2025-12-05,27.814617453749488
2025-12-06,27.72459266187642
2025-12-07,27.796474337403158
2025-12-08,27.84081174292757
2025-12-09,27.625161752732755
2025-12-10,27.76016975212919
2025-12-11,27.72518344454044
2025-12-12,27.641780521153716
2025-12-13,27.595479453572942
2025-12-14,27.60155997633597
2025-12-15,27.67027254238146
2025-12-16,27.624152520186364
2025-12-17,27.57101033051725
2025-12-18,27.351815073671528
2025-12-19,27.43208014407323
2025-12-20,27.667999825813247
2025-12-21,27.633305730418623
2025-12-22,27.48426028728273
2025-12-23,27.468325542794076
2025-12-24,27.54271316583065
2025-12-25,27.539508553157514
2025-12-26,27.47534363466448
2025-12-27,27.49087582503594
2025-12-28,27.439211267911038
2025-12-29,27.534559565304306
2025-12-30,27.516916307659375
2025-12-31,27.46058479246518
