Date,SST_Celsius,DHW
2023-06-17,30.622018500217845,8.866884791741493
2023-06-18,30.48347521144867,8.366884791741493
2023-06-19,30.46604537848841,7.866884791741493
2023-06-20,30.60838594285657,8.025225640721002
2023-06-21,30.622516158248366,8.185585091899341
2023-06-22,30.54088967797632,8.33428361732453
2023-06-23,30.623340058184866,8.494760768493796
2023-06-24,30.36546494575698,7.994760768493796
2023-06-25,30.588049936179083,8.150196473662236
2023-06-26,30.470635570906726,7.650196473662236
2023-06-27,30.54180739286977,7.79902610121506
2023-06-28,30.556906205019608,7.950012701932147
2023-06-29,30.50520093496988,8.093612835499274
2023-06-30,30.461990160996102,7.593612835499274
2023-07-01,30.588880122398624,7.749167138699077
2023-07-02,30.52056106068784,7.894961575940197
2023-07-03,30.595713029823287,8.051492008772096
2023-07-04,30.311045292151313,7.551492008772096
2023-07-05,30.40164948631335,7.051492008772096
2023-07-06,30.684096838015627,7.220648699917185
2023-07-07,30.61037828953193,7.379274169850318
2023-07-08,30.554982951565815,7.5299860200740065
2023-07-09,30.589723298874016,7.685660777056009
2023-07-10,30.553539783127494,7.836166460359937
2023-07-11,30.35487692661604,7.336166460359937
2023-07-12,30.517613346797102,7.4815397956166665
2023-07-13,30.675271092080905,7.649435665913939
2023-07-14,30.57308386799568,7.802733361341893
2023-07-15,30.588120667111426,7.95817917092924
2023-07-16,30.32447376155677,7.45817917092924
2023-07-17,30.500465929603727,7.601102875158344
2023-07-18,30.485823253955218,7.101102875158344
2023-07-19,30.39940229992543,6.601102875158344
2023-07-20,30.545980929044052,6.7505287221646375
2023-07-21,30.52735546331668,6.8972937883527345
2023-07-22,30.559710300896644,7.048680974195112
2023-07-23,30.440189097591897,6.548680974195112
2023-07-24,30.459175115763237,6.048680974195112
2023-07-25,30.423211071119336,5.548680974195112
2023-07-26,30.466200954724748,5.048680974195112
2023-07-27,30.35656674144718,4.548680974195112
2023-07-28,30.317582367717797,4.048680974195112
2023-07-29,30.447415371221386,3.548680974195112
2023-07-30,30.276665278287375,3.048680974195112
2023-07-31,30.483899630413003,2.548680974195112
2023-08-01,30.220281840523235,2.048680974195112
2023-08-02,30.31586571094762,1.5486809741951122
2023-08-03,30.35106333265767,1.0486809741951122
2023-08-04,30.384171734013375,0.5486809741951122
2023-08-05,30.279016963191317,0.04868097419511219
2023-08-06,30.0794165413295,0.0
2023-08-07,30.203298751079558,0.0
2023-08-08,30.21612864219738,0.0
2023-08-09,30.25250699755087,0.0
2023-08-10,30.302795279171477,0.0
2023-08-11,30.433671026367705,0.0
2023-08-12,30.05333288464689,0.0
2023-08-13,30.18097387865532,0.0
2023-08-14,30.21045410038701,0.0
2023-08-15,30.256743338983892,0.0
2023-08-16,30.23650077791227,0.0
2023-08-17,30.368712352091393,0.0
2023-08-18,30.14260022605034,0.0
2023-08-19,30.185895994911174,0.0
2023-08-20,30.152056881862872,0.0
2023-08-21,30.12159786454786,0.0
2023-08-22,30.070114060002414,0.0
2023-08-23,30.12831961368311,0.0
2023-08-24,30.0718217542103,0.0
2023-08-25,29.779521641816753,0.0
2023-08-26,30.041101744571236,0.0
2023-08-27,29.99903390582632,0.0
2023-08-28,29.98428719505411,0.0
2023-08-29,30.131992924679185,0.0
2023-08-30,30.084239851295074,0.0
2023-08-31,30.120066235272894,0.0
2023-09-01,29.972226320710348,0.0
2023-09-02,29.823913737525096,0.0
2023-09-03,29.841947717305196,0.0
2023-09-04,29.734511114878572,0.0
2023-09-05,29.74053907994268,0.0
2023-09-06,29.749772362871518,0.0
2023-09-07,29.790195746348367,0.0
2023-09-08,29.68212669749649,0.0
2023-09-09,29.831458439030982,0.0
2023-09-10,29.613613965866566,0.0
2023-09-11,29.598593573724205,0.0
2023-09-12,29.651274402264256,0.0
2023-09-13,29.58501143964655,0.0
2023-09-14,29.627263752990558,0.0
2023-09-15,29.70066139212597,0.0
2023-09-16,29.603741765196617,0.0
2023-09-17,29.65315512046211,0.0
2023-09-18,29.57997448176726,0.0
2023-09-19,29.652167468705702,0.0
2023-09-20,29.626833560377715,0.0
2023-09-21,29.46870479974784,0.0
2023-09-22,29.546757243740277,0.0
2023-09-23,29.387045996245128,0.0
2023-09-24,29.335979431437227,0.0
2023-09-25,29.62014285198916,0.0
2023-09-26,29.334244560556623,0.0
2023-09-27,29.282056388991343,0.0
2023-09-28,29.318330389153303,0.0
2023-09-29,29.053395363207873,0.0
2023-09-30,29.141576082847703,0.0
2023-10-01,29.046829661675062,0.0
2023-10-02,29.38175857081912,0.0
2023-10-03,29.19138369942519,0.0
2023-10-04,29.012491996345712,0.0
2023-10-05,29.115999366720906,0.0
2023-10-06,29.158227987915105,0.0
2023-10-07,29.113610154430997,0.0
2023-10-08,29.008310454782524,0.0
2023-10-09,28.89865051285525,0.0
2023-10-10,29.102807002105802,0.0
2023-10-11,29.11597422433926,0.0
2023-10-12,28.957704360477436,0.0
2023-10-13,28.971193173632585,0.0
2023-10-14,28.88984040475348,0.0
2023-10-15,28.88803828117632,0.0
2023-10-16,28.902811500422715,0.0
2023-10-17,28.830829621985586,0.0
2023-10-18,28.97868809115642,0.0
2023-10-19,28.75353039049336,0.0
2023-10-20,28.586748231360307,0.0
2023-10-21,28.509808249554982,0.0
2023-10-22,28.587944809195967,0.0
2023-10-23,28.65544645802279,0.0
2023-10-24,28.589312297009776,0.0
2023-10-25,28.558456498235785,0.0
2023-10-26,28.63295980715362,0.0
2023-10-27,28.710323812836446,0.0
2023-10-28,28.403915346574905,0.0
2023-10-29,28.39540430500734,0.0
2023-10-30,28.4107324090384,0.0
2023-10-31,28.489199229953623,0.0
2023-11-01,28.468464011543706,0.0
2023-11-02,28.718104883937126,0.0
2023-11-03,28.46128147831536,0.0
2023-11-04,28.545466507491945,0.0
2023-11-05,28.12259649226762,0.0
2023-11-06,28.128105301719906,0.0
2023-11-07,28.36274166721205,0.0
2023-11-08,28.078777805595468,0.0
2023-11-09,28.18747377699943,0.0
2023-11-10,28.30918183665229,0.0
2023-11-11,28.1609628440231,0.0
2023-11-12,28.125220830234994,0.0
2023-11-13,28.07745605763575,0.0
2023-11-14,28.05055452803854,0.0
2023-11-15,28.194570243736752,0.0
2023-11-16,28.02631234737075,0.0
2023-11-17,28.284514024760735,0.0
2023-11-18,28.209518229199254,0.0
2023-11-19,27.911506691153278,0.0
2023-11-20,27.929330532106604,0.0
2023-11-21,28.052862617888913,0.0
2023-11-22,27.95496192398466,0.0
2023-11-23,27.94933337162816,0.0
2023-11-24,28.03477972055601,0.0
2023-11-25,27.991358299633514,0.0
2023-11-26,27.830551478178837,0.0
2023-11-27,27.816655059316393,0.0
2023-11-28,27.87646865475167,0.0
2023-11-29,27.766492992376165,0.0
2023-11-30,28.05129153439505,0.0
2023-12-01,27.918676076631925,0.0
2023-12-02,27.906328048555746,0.0
2023-12-03,27.83443976398503,0.0
2023-12-04,27.659315824209454,0.0
2023-12-05,27.73681317540756,0.0
2023-12-06,27.645883490993757,0.0
2023-12-07,27.776237826888188,0.0
2023-12-08,27.839371371968767,0.0
2023-12-09,27.617148486473386,0.0
2023-12-10,27.71792501622579,0.0
2023-12-11,27.83112377743148,0.0
2023-12-12,27.579236062161826,0.0
2023-12-13,27.582016015046513,0.0
2023-12-14,27.683949625985168,0.0
2023-12-15,27.582890889795426,0.0
2023-12-16,27.46353216968763,0.0
2023-12-17,27.565372929598237,0.0
2023-12-18,27.52112036336765,0.0
2023-12-19,27.484592023333686,0.0
2023-12-20,27.60294948220859,0.0
2023-12-21,27.528093537197783,0.0
2023-12-22,27.567938995267934,0.0
2023-12-23,27.40806695385508,0.0
2023-12-24,27.667271585707116,0.0
2023-12-25,27.693596499133854,0.0
2023-12-26,27.668113123640186,0.0
2023-12-27,27.68063421305292,0.0
2023-12-28,27.539781937339367,0.0
2023-12-29,27.40201092520163,0.0
2023-12-30,27.450524794426826,0.0
2023-12-31,27.626236870178996,0.0
