Date,SST_Celsius
2023-11-20,28.36
2023-11-21,28.34
2023-11-22,28.21
2023-11-23,28.24
2023-11-24,28.17
2023-11-25,28.13
2023-11-26,28.01
2023-11-27,27.96
2023-11-28,28.0
2023-11-29,28.04
2023-11-30,27.99
2023-12-01,27.85
2023-12-02,27.74
2023-12-03,27.77
2023-12-04,27.78
2023-12-05,27.75
2023-12-06,27.69
2023-12-07,27.7
2023-12-08,27.81
2023-12-09,27.85
2023-12-10,27.81
2023-12-11,27.78
2023-12-12,27.7
2023-12-13,27.69
2023-12-14,27.67
2023-12-15,27.51
2023-12-16,27.43
2023-12-17,27.39
2023-12-18,27.34
2023-12-19,27.41
2023-12-20,27.45
2023-12-21,27.44
2023-12-22,27.58
2023-12-23,27.7
2023-12-24,27.75
2023-12-25,27.76
2023-12-26,27.71
2023-12-27,27.67
2023-12-28,27.56
2023-12-29,27.58
2023-12-30,27.55
2023-12-31,27.52
2024-01-01,27.53
2024-01-02,27.56
2024-01-03,27.53
2024-01-04,27.69
2024-01-05,27.62
2024-01-06,27.58
2024-01-07,27.57
2024-01-08,27.58
2024-01-09,27.54
2024-01-10,27.63
2024-01-11,27.57
2024-01-12,27.55
2024-01-13,27.6
2024-01-14,27.67
2024-01-15,27.69
2024-01-16,27.78
2024-01-17,27.73
2024-01-18,27.63
2024-01-19,27.67
2024-01-20,27.66
2024-01-21,27.57
2024-01-22,27.61
2024-01-23,27.49
2024-01-24,27.47
2024-01-25,27.52
2024-01-26,27.48
2024-01-27,27.41
2024-01-28,27.45
2024-01-29,27.38
2024-01-30,27.43
2024-01-31,27.5
2024-02-01,27.55
2024-02-02,27.55
2024-02-03,27.61
2024-02-04,27.64
2024-02-05,27.62
2024-02-06,27.6
2024-02-07,27.6
2024-02-08,27.63
2024-02-09,27.65
2024-02-10,27.57
2024-02-11,27.5
2024-02-12,27.62
2024-02-13,27.65
2024-02-14,27.7
2024-02-15,27.66
2024-02-16,27.73
2024-02-17,27.81
2024-02-18,27.89
2024-02-19,27.8
2024-02-20,27.81
2024-02-21,27.8
2024-02-22,27.88
2024-02-23,27.88
2024-02-24,27.86
2024-02-25,27.82
2024-02-26,27.86
2024-02-27,27.95
2024-02-28,27.96
2024-02-29,27.95
2024-03-01,27.98
2024-03-02,28.04
2024-03-03,28.13
2024-03-04,28.16
2024-03-05,28.15
2024-03-06,28.15
2024-03-07,28.16
2024-03-08,28.19
2024-03-09,28.27
2024-03-10,28.28
2024-03-11,28.28
2024-03-12,28.37
2024-03-13,28.38
2024-03-14,28.39
2024-03-15,28.27
2024-03-16,28.26
2024-03-17,28.38
2024-03-18,28.39
2024-03-19,28.35
2024-03-20,28.39
2024-03-21,28.45
2024-03-22,28.64
2024-03-23,28.63
2024-03-24,28.57
2024-03-25,28.61
2024-03-26,28.61
2024-03-27,28.63
2024-03-28,28.65
2024-03-29,28.63
2024-03-30,28.7
2024-03-31,28.75
2024-04-01,28.87
2024-04-02,28.86
2024-04-03,28.88
2024-04-04,28.92
2024-04-05,28.92
2024-04-06,28.89
2024-04-07,28.89
2024-04-08,28.83
2024-04-09,28.87
2024-04-10,28.94
2024-04-11,28.99
2024-04-12,29.02
2024-04-13,29.06
2024-04-14,29.1
2024-04-15,29.14
2024-04-16,29.25
2024-04-17,29.23
2024-04-18,29.19
2024-04-19,29.2
2024-04-20,29.31
2024-04-21,29.31
2024-04-22,29.33
2024-04-23,29.29
2024-04-24,29.43
2024-04-25,29.57
2024-04-26,29.65
2024-04-27,29.65
2024-04-28,29.67
2024-04-29,29.73
2024-04-30,29.68
2024-05-01,29.59
2024-05-02,29.56
2024-05-03,29.58
2024-05-04,29.61
2024-05-05,29.66
2024-05-06,29.68
2024-05-07,29.78
2024-05-08,29.85
2024-05-09,29.84
2024-05-10,29.87
2024-05-11,29.93
2024-05-12,30.01
2024-05-13,29.98
2024-05-14,30.02
2024-05-15,29.98
2024-05-16,30.02
2024-05-17,30.06
2024-05-18,30.02
2024-05-19,29.94
2024-05-20,30.0
2024-05-21,29.98
2024-05-22,30.04
2024-05-23,29.97
2024-05-24,29.84
2024-05-25,29.93
2024-05-26,29.98
2024-05-27,29.95
2024-05-28,30.06
2024-05-29,30.11
2024-05-30,30.19
2024-05-31,30.34
2024-06-01,30.26
2024-06-02,30.34
2024-06-03,30.31
2024-06-04,30.24
2024-06-05,30.25
2024-06-06,30.23
2024-06-07,30.21
2024-06-08,30.25
2024-06-09,30.24
2024-06-10,30.34
2024-06-11,30.43
2024-06-12,30.35
2024-06-13,30.44
2024-06-14,30.51
2024-06-15,30.55
2024-06-16,30.47
2024-06-17,30.38
2024-06-18,30.36
2024-06-19,30.4
2024-06-20,30.38
2024-06-21,30.36
2024-06-22,30.34
2024-06-23,30.44
2024-06-24,30.51
2024-06-25,30.53
2024-06-26,30.61
2024-06-27,30.61
2024-06-28,30.54
2024-06-29,30.46
2024-06-30,30.4
2024-07-01,30.33
2024-07-02,30.28
2024-07-03,30.22
2024-07-04,30.2
2024-07-05,30.25
2024-07-06,30.29
2024-07-07,30.38
2024-07-08,30.47
2024-07-09,30.58
2024-07-10,30.6
2024-07-11,30.68
2024-07-12,30.66
2024-07-13,30.66
2024-07-14,30.55
2024-07-15,30.5
2024-07-16,30.5
2024-07-17,30.49
2024-07-18,30.49
2024-07-19,30.49
2024-07-20,30.49
2024-07-21,30.57
2024-07-22,30.67
2024-07-23,30.56
2024-07-24,30.6
2024-07-25,30.51
2024-07-26,30.49
2024-07-27,30.52
2024-07-28,30.5
2024-07-29,30.4
2024-07-30,30.5
2024-07-31,30.58
2024-08-01,30.57
2024-08-02,30.6
2024-08-03,30.56
2024-08-04,30.48
2024-08-05,30.47
2024-08-06,30.37
2024-08-07,30.3
2024-08-08,30.26
2024-08-09,30.25
2024-08-10,30.24
2024-08-11,30.25
2024-08-12,30.29
2024-08-13,30.32
2024-08-14,30.28
2024-08-15,30.24
2024-08-16,30.24
2024-08-17,30.22
2024-08-18,30.21
2024-08-19,30.14
2024-08-20,30.13
2024-08-21,30.08
2024-08-22,30.17
2024-08-23,30.13
2024-08-24,30.07
2024-08-25,30.06
2024-08-26,30.04
2024-08-27,30.02
2024-08-28,29.98
2024-08-29,29.9
2024-08-30,29.81
2024-08-31,29.86
2024-09-01,29.78
2024-09-02,29.84
2024-09-03,29.88
2024-09-04,29.86
2024-09-05,29.88
2024-09-06,29.84
2024-09-07,29.81
2024-09-08,29.78
2024-09-09,29.72
2024-09-10,29.6
2024-09-11,29.56
2024-09-12,29.57
2024-09-13,29.66
2024-09-14,29.7
2024-09-15,29.71
2024-09-16,29.69
2024-09-17,29.65
2024-09-18,29.59
2024-09-19,29.44
2024-09-20,29.38
2024-09-21,29.29
2024-09-22,29.34
2024-09-23,29.27
2024-09-24,29.31
2024-09-25,29.36
2024-09-26,29.39
2024-09-27,29.38
2024-09-28,29.4
2024-09-29,29.32
2024-09-30,29.33
2024-10-01,29.33
2024-10-02,29.3
2024-10-03,29.21
2024-10-04,29.15
2024-10-05,29.03
2024-10-06,28.98
2024-10-07,29.0
2024-10-08,28.99
2024-10-09,28.93
2024-10-10,28.92
2024-10-11,28.87
2024-10-12,28.96
2024-10-13,28.93
2024-10-14,28.93
2024-10-15,28.86
2024-10-16,28.84
2024-10-17,28.95
2024-10-18,28.98
2024-10-19,28.89
2024-10-20,28.9
2024-10-21,28.77
2024-10-22,28.73
2024-10-23,28.74
2024-10-24,28.62
2024-10-25,28.5
2024-10-26,28.47
2024-10-27,28.4
2024-10-28,28.39
2024-10-29,28.34
2024-10-30,28.27
2024-10-31,28.27
2024-11-01,28.28
2024-11-02,28.2
2024-11-03,28.27
2024-11-04,28.18
2024-11-05,28.15
2024-11-06,28.17
2024-11-07,28.19
2024-11-08,28.16
2024-11-09,28.16
2024-11-10,27.99
2024-11-11,28.03
2024-11-12,27.94
2024-11-13,27.84
2024-11-14,27.77
2024-11-15,27.82
2024-11-16,27.74
2024-11-17,27.83
2024-11-18,27.83
2024-11-19,27.93
2024-11-20,28.01
2024-11-21,27.99
2024-11-22,27.92
2024-11-23,28.07
2024-11-24,28.08
2024-11-25,28.0
2024-11-26,27.92
2024-11-27,27.85
2024-11-28,27.89
2024-11-29,27.86
2024-11-30,27.78
2024-12-01,27.71
2024-12-02,27.73
2024-12-03,27.74
2024-12-04,27.72
2024-12-05,27.71
2024-12-06,27.76
2024-12-07,27.72
2024-12-08,27.75
2024-12-09,27.8
2024-12-10,27.79
2024-12-11,27.73
2024-12-12,27.69
2024-12-13,27.63
2024-12-14,27.64
2024-12-15,27.59
2024-12-16,27.53
2024-12-17,27.65
2024-12-18,27.6
2024-12-19,27.67
2024-12-20,27.65
2024-12-21,27.68
2024-12-22,27.62
2024-12-23,27.67
2024-12-24,27.52
2024-12-25,27.62
2024-12-26,27.56
2024-12-27,27.57
2024-12-28,27.46
2024-12-29,27.47
2024-12-30,27.42
2024-12-31,27.41
2025-01-01,27.34
2025-01-02,27.36
2025-01-03,27.36
2025-01-04,27.45
2025-01-05,27.5
2025-01-06,27.52
2025-01-07,27.58
2025-01-08,27.6
2025-01-09,27.64
2025-01-10,27.68
2025-01-11,27.61
2025-01-12,27.6
2025-01-13,27.56
2025-01-14,27.55
2025-01-15,27.57
2025-01-16,27.55
2025-01-17,27.51
2025-01-18,27.58
2025-01-19,27.61
2025-01-20,27.63
2025-01-21,27.55
2025-01-22,27.59
2025-01-23,27.61
2025-01-24,27.61
2025-01-25,27.64
2025-01-26,27.56
2025-01-27,27.58
2025-01-28,27.69
2025-01-29,27.64
2025-01-30,27.61
2025-01-31,27.67
2025-02-01,27.66
2025-02-02,27.74
2025-02-03,27.66
2025-02-04,27.6
2025-02-05,27.61
2025-02-06,27.63
2025-02-07,27.59
2025-02-08,27.54
2025-02-09,27.56
2025-02-10,27.64
2025-02-11,27.71
2025-02-12,27.71
2025-02-13,27.62
2025-02-14,27.7
2025-02-15,27.75
2025-02-16,27.78
2025-02-17,27.76
2025-02-18,27.74
2025-02-19,27.89
2025-02-20,27.93
2025-02-21,27.96
2025-02-22,27.93
2025-02-23,27.83
2025-02-24,27.88
2025-02-25,27.83
2025-02-26,27.82
2025-02-27,27.91
2025-02-28,27.9
2025-03-01,27.94
2025-03-02,28.02
2025-03-03,28.09
2025-03-04,28.14
2025-03-05,28.17
2025-03-06,28.19
2025-03-07,28.3
2025-03-08,28.37
2025-03-09,28.43
2025-03-10,28.48
2025-03-11,28.57
2025-03-12,28.56
2025-03-13,28.59
2025-03-14,28.44
2025-03-15,28.36
2025-03-16,28.42
2025-03-17,28.39
2025-03-18,28.37
2025-03-19,28.39
2025-03-20,28.37
2025-03-21,28.5
2025-03-22,28.64
2025-03-23,28.61
2025-03-24,28.68
2025-03-25,28.73
2025-03-26,28.66
2025-03-27,28.7
2025-03-28,28.69
2025-03-29,28.66
2025-03-30,28.72
2025-03-31,28.72
2025-04-01,28.82
2025-04-02,28.93
2025-04-03,28.94
2025-04-04,28.93
2025-04-05,28.96
2025-04-06,28.95
2025-04-07,28.85
2025-04-08,28.79
2025-04-09,28.84
2025-04-10,28.8
2025-04-11,28.94
2025-04-12,29.03
2025-04-13,29.12
2025-04-14,29.29
2025-04-15,29.35
2025-04-16,29.27
2025-04-17,29.36
2025-04-18,29.32
2025-04-19,29.32
2025-04-20,29.35
2025-04-21,29.37
2025-04-22,29.38
2025-04-23,29.47
2025-04-24,29.5
2025-04-25,29.48
2025-04-26,29.52
2025-04-27,29.5
2025-04-28,29.44
2025-04-29,29.41
2025-04-30,29.42
2025-05-01,29.45
2025-05-02,29.56
2025-05-03,29.53
2025-05-04,29.48
2025-05-05,29.58
2025-05-06,29.73
2025-05-07,29.8
2025-05-08,29.88
2025-05-09,29.78
2025-05-10,29.85
2025-05-11,29.95
2025-05-12,29.91
2025-05-13,29.8
2025-05-14,29.83
2025-05-15,29.8
2025-05-16,29.96
2025-05-17,29.97
2025-05-18,30.0
2025-05-19,30.04
2025-05-20,30.04
2025-05-21,30.0
2025-05-22,30.08
2025-05-23,30.09
2025-05-24,30.12
2025-05-25,30.2
2025-05-26,30.29
2025-05-27,30.38
2025-05-28,30.36
2025-05-29,30.31
2025-05-30,30.29
2025-05-31,30.32
2025-06-01,30.19
2025-06-02,30.09
2025-06-03,30.1
2025-06-04,30.08
2025-06-05,30.04
2025-06-06,30.05
2025-06-07,29.98
2025-06-08,30.06
2025-06-09,30.12
2025-06-10,30.1
2025-06-11,30.19
2025-06-12,30.27
2025-06-13,30.3
2025-06-14,30.37
2025-06-15,30.4
2025-06-16,30.48
2025-06-17,30.54
2025-06-18,30.52
2025-06-19,30.51
2025-06-20,30.5
2025-06-21,30.51
2025-06-22,30.47
2025-06-23,30.31
2025-06-24,30.37
2025-06-25,30.38
2025-06-26,30.41
2025-06-27,30.42
2025-06-28,30.4
2025-06-29,30.44
2025-06-30,30.54
2025-07-01,30.46
2025-07-02,30.55
2025-07-03,30.6
2025-07-04,30.59
2025-07-05,30.59
2025-07-06,30.6
2025-07-07,30.59
2025-07-08,30.62
2025-07-09,30.56
2025-07-10,30.61
2025-07-11,30.63
2025-07-12,30.63
2025-07-13,30.64
2025-07-14,30.63
2025-07-15,30.61
2025-07-16,30.62
2025-07-17,30.46
2025-07-18,30.32
2025-07-19,30.34
2025-07-20,30.32
2025-07-21,30.43
2025-07-22,30.45
2025-07-23,30.42
2025-07-24,30.53
2025-07-25,30.59
2025-07-26,30.55
2025-07-27,30.47
2025-07-28,30.36
2025-07-29,30.34
2025-07-30,30.38
2025-07-31,30.29
2025-08-01,30.38
2025-08-02,30.36
2025-08-03,30.4
2025-08-04,30.45
2025-08-05,30.4
2025-08-06,30.37
2025-08-07,30.34
2025-08-08,30.29
2025-08-09,30.32
2025-08-10,30.3
2025-08-11,30.26
2025-08-12,30.3
2025-08-13,30.25
2025-08-14,30.31
2025-08-15,30.25
2025-08-16,30.26
2025-08-17,30.31
2025-08-18,30.32
2025-08-19,30.24
2025-08-20,30.24
2025-08-21,30.22
2025-08-22,30.3
2025-08-23,30.22
2025-08-24,30.24
2025-08-25,30.13
2025-08-26,30.18
2025-08-27,30.07
2025-08-28,30.03
2025-08-29,29.98
2025-08-30,29.99
2025-08-31,29.84
2025-09-01,29.88
2025-09-02,29.82
2025-09-03,29.9
2025-09-04,29.94
2025-09-05,29.91
2025-09-06,29.86
2025-09-07,29.86
2025-09-08,29.8
2025-09-09,29.73
2025-09-10,29.65
2025-09-11,29.61
2025-09-12,29.58
2025-09-13,29.61
2025-09-14,29.66
2025-09-15,29.7
2025-09-16,29.75
2025-09-17,29.8
2025-09-18,29.73
2025-09-19,29.71
2025-09-20,29.64
2025-09-21,29.58
2025-09-22,29.58
2025-09-23,29.52
2025-09-24,29.41
2025-09-25,29.49
2025-09-26,29.36
2025-09-27,29.35
2025-09-28,29.33
2025-09-29,29.33
2025-09-30,29.36
2025-10-01,29.39
2025-10-02,29.34
2025-10-03,29.35
2025-10-04,29.32
2025-10-05,29.28
2025-10-06,29.2
2025-10-07,29.17
2025-10-08,29.07
2025-10-09,29.01
2025-10-10,29.1
2025-10-11,29.07
2025-10-12,29.01
2025-10-13,28.95
2025-10-14,28.94
2025-10-15,28.95
2025-10-16,28.98
2025-10-17,28.92
2025-10-18,28.86
2025-10-19,28.86
2025-10-20,28.87
2025-10-21,28.79
2025-10-22,28.71
2025-10-23,28.6
2025-10-24,28.58
2025-10-25,28.6
2025-10-26,28.54
2025-10-27,28.46
2025-10-28,28.5
2025-10-29,28.46
2025-10-30,28.44
2025-10-31,28.41
2025-11-01,28.42
2025-11-02,28.4
2025-11-03,28.44
2025-11-04,28.4
2025-11-05,28.45
2025-11-06,28.41
2025-11-07,28.34
2025-11-08,28.22
2025-11-09,28.13
2025-11-10,28.06
2025-11-11,27.95
2025-11-12,27.86
2025-11-13,27.91
2025-11-14,27.92
2025-11-15,28.01
2025-11-16,28.03
2025-11-17,28.12
2025-11-18,28.12
2025-11-19,28.18
2025-11-20,28.07
2025-11-21,28.06
2025-11-22,28.0
2025-11-23,28.02
2025-11-24,27.87
2025-11-25,27.86
2025-11-26,27.81
2025-11-27,27.85
2025-11-28,27.86
2025-11-29,27.83
2025-11-30,27.79
2025-12-01,27.82
2025-12-02,27.78
2025-12-03,27.82
2025-12-04,27.8
2025-12-05,27.73
2025-12-06,27.72
2025-12-07,27.67
2025-12-08,27.65
2025-12-09,27.65
2025-12-10,27.56
2025-12-11,27.55
2025-12-12,27.6
2025-12-13,27.61
2025-12-14,27.66
2025-12-15,27.69
2025-12-16,27.6
2025-12-17,27.66
2025-12-18,27.66
2025-12-19,27.6
2025-12-20,27.55
2025-12-21,27.55
2025-12-22,27.61
2025-12-23,27.65
2025-12-24,27.56
2025-12-25,27.5
2025-12-26,27.47
2025-12-27,27.47
2025-12-28,27.4
2025-12-29,27.3
2025-12-30,27.31
2025-12-31,27.35
